idx	case	relation	subject	predicate	quote	context	licensed
530	773	required_for	Pulmonary Hypertension	mPAP greater than 25 mm Hg	an mPAP greater than 25 mm Hg	The expert consensus definition of chronic high-altitude illness defines HAPH as a mPAP greater than 30 mm Hg or sPAP greater than 50 mm Hg.[25] Some authors consider these cutoffs too conservative relative to the standard definitions of pulmonary hypertension. Historically, pulmonary hypertension diagnostic criteria included an mPAP greater than 25 mm Hg, but more recent literature has proposed a	
531	91	required_for	Cytomegalovirus infection	PCR or serologic testing	Diagnosis of CMV infection is generally established with PCR or serologic testing	Cytomegalovirus infection is usually seen in patients with HIV/AIDS with CD4 counts of <100 cells/mm3.[12] Diagnosis of CMV infection is generally established with PCR or serologic testing.[4][11]	
532	179	required_for	Pulmonary atresia with ventricular septal defect	fetal ultrasound	Early detection through fetal ultrasound or postnatal echocardiography	Early detection through fetal ultrasound or postnatal echocardiography is crucial, as untreated cases can lead to severe cyanosis, heart failure, and life-threatening complications.	
533	257	required_for	Pyogenic flexor tenosynovitis	Kanavel signs	cardinal Kanavel signs	cardinal Kanavel signs	
534	326	required_for	Spondylodiscitis	radionuclide testing	The diagnosis of spondylodiscitis – an infection of the intervertebral disc as well as the adjacent vertebrae can also be conducted through the use of radionucl	The diagnosis of spondylodiscitis – an infection of the intervertebral disc as well as the adjacent vertebrae can also be conducted through the use of radionuclide testing in specific cases, such as in evaluating the treatment response or generally cases when MRI is inapplicable.	
535	49	required_for	Intestinal tuberculosis	endoscopic biopsies	Diagnosis is established based on endoscopic biopsies	Intestinal TB and Crohn's disease have similar clinical, radiologic, endoscopic, and histologic features. Diagnosis is established based on endoscopic biopsies demonstrating the presence of organisms by stains, PCR, or culture.[8][15][21]	
536	522	required_for	brief psychotic disorder	psychotic symptoms duration	the psychotic symptoms persist for 1 month or longer	Substance/medication-induced psychotic disorder, sub- stance-induced delirium, and substance intoxication are distinguished from brief psychotic disorder by the fact that a substance (e.g., a drug of abuse, a medication, exposure to a toxin) is judged to be etiologically related to the psychotic symptoms (see ”Substance /Medication- Induced Psychotic Disorder” later in this chapter). The diagnosis	
537	56	required_for	Sarcomatoid Urothelial Carcinoma	epithelial origin	Diagnosis of S-UC requires at least one of the following criteria	Diagnosis of S-UC requires at least one of the following criteria: The detection of epithelial origin should be demonstrated morphologically or by cytokeratin expression immunohistochemically.	
538	773	required_for	Pulmonary Hypertension	echocardiography	cardiac assessment with echocardiography	cardiac assessment with echocardiography	
539	91	required_for	solitary asymptomatic cavernous malformation	surgical resection	surgical resection may be considered	m-care-guidelines), surgical resection is not recommended for asymptomatic cavernous malformations. Surgical resection may be considered for a solitary asymptomatic cavernous malformation if the lesion is in a non-eloquent and accessible location.	
540	179	required_for	Hereditary Thrombocytopenias	analysis of peripheral blood smears	analysis of peripheral blood smears	analysis of peripheral blood smears	
541	257	required_for	Pyogenic Flexor Tenosynovitis	Kanavel's cardinal signs	only around half of the patients displayed all 4 of Kanavel's cardinal signs	Patients with an infected ulnar bursa present with pain, swelling, and erythema over the hypothenar eminence.[22] Results reported from a retrospective study of 33 patients with digit infections showed tenderness at the A1 pulley, which could be a useful modification of the flexor sheath tenderness cardinal sign in diagnosing PFT.[23] According to Kanavel, tenderness over the tendon sheath was the	
542	326	required_for	Vertebral osteomyelitis	serial CT and MRI scans	serial CT and MRI scans are typically required	serial CT and MRI scans are typically required	
543	49	required_for	Inflammatory bowel disease	histological features	based on a combination of clinical, endoscopic, radiological, and histological features	There is no gold standard for the diagnosis of IBD, which is often made based on a combination of clinical, endoscopic, radiological, and histological features, none of which are specific for the condition. Acute self‐limited infective type colitis (previously known as “dysentery”) can usually be differentiated based on clinical and histological findings.	
544	522	required_for	Dementia with Lewy Bodies	recurrent hallucinations	a parkinsonian syndrome (usually symmetric), fluctuations in behavior and cognition, and recurrent hallucinations	a parkinsonian syndrome (usually symmetric), fluctuations in behavior and cognition, and recurrent hallucinations	
545	56	required_for	drug-induced gingival overgrowth	bacterial plaque	bacterial plaque is a prerequisite for the disease to occur	In that case, the gingival tissue may return to normal with adequate plaque control. The gingival enlargement can persist despite drug substitution and good plaque control, and in this case, surgical management to restore normal gingival contours is required.	
546	773	required_for	Pulmonary Hypertension	comprehensive medical and family history	comprehensive medical and family history	comprehensive medical and family history	
547	91	required_for	Metastasis	interprofessional consultations	Patients with metastatic lesions should have interprofessional consultations	A study of 40 cases demonstrated that 43% of patients needed resection of fascia, muscle, or periosteum to achieve tumor clearance.[47] MMS procedures can also be intricate, time-consuming, and necessitate extensive procedures for patients and subsequent reconstruction.[48] For tumors invading deep structures, eg, bone, nerves, major blood vessels, MMS may be used for marginal surfaces with an int	
548	179	required_for	acquired amegakaryocytic thrombocytopenia	albumin levels	Hepatic enzymes, coagulation testing, and albumin levels are essential to evaluate liver function	Hepatic enzymes, coagulation testing, and albumin levels are essential to evaluate liver function.	
549	257	required_for	Abscess	surgical intervention	Without surgical intervention	Without surgical intervention, the prognosis is usually not favorable.	
550	326	required_for	Spondylodiscitis	Fluorodeoxyglucose-18F	Fluorodeoxyglucose-18F	Fluorodeoxyglucose-18F has shown promising results, as it allows differentiating between infectious and degenerative endplate disease with high sensitivity.	
551	49	required_for	SCAD	positive viral proof	a diagnosis cannot be established without ... positive viral proof	a diagnosis cannot be established without ... positive viral proof	
552	522	required_for	Psychotic disorder	intensive treatment	early intervention, along with intensive treatment, seems to be of utmost importance	The multitude of newer medications, along with an option for long-acting injectable antipsychotics, has given patients a variety of treatment options along with addressing compliance issues. As stated earlier, early intervention, along with intensive treatment, seems to be of utmost importance in long-term outcomes.	
