case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
MCR_seq200b/385,MCR,raw_vignette,Olaparib-induced thrombocytopenia (drug-induced thrombocytopenic purpura),incorrect,different,supported,"The reference is a purpuric drug eruption. The output diagnoses thrombocytopenia, which is a cause, not the eruption itself."
MCR_seq200b/385,MCR,flat_facts,Olaparib-induced thrombocytopenia with purpura,incorrect,different,supported,"The reference is a purpuric drug eruption. The output diagnoses thrombocytopenia, which is a cause, not the eruption itself."
MCR_seq200b/389,MCR,raw_vignette,Invasive pulmonary aspergillosis (angioinvasive),incorrect,different,contradicted,The output identifies a different fungal etiology (Aspergillus vs Fusarium) and adds an unsupported subtype.
MCR_seq200b/389,MCR,flat_facts,"Pulmonary histoplasmosis, chronic cavitary",incorrect,different,contradicted,The output identifies a different fungal etiology (Histoplasma vs Fusarium) and adds an unsupported subtype.
MCR_seq200b/389,MCR,typed_event_graph,Chronic pulmonary histoplasmosis,incorrect,different,contradicted,The output identifies a different fungal etiology (Histoplasma vs Fusarium) and adds an unsupported temporal scope.
MCR_seq200b/394,MCR,raw_vignette,Secondary adrenal insufficiency (likely due to metastatic disease or prior corticosteroid use),compatible_partial,broader,supported,"The output is broader, as isolated ACTH deficiency is a specific type of secondary adrenal insufficiency. The added etiologies are unsupported."
MCR_seq200b/396,MCR,raw_vignette,Seropositive rheumatoid arthritis with enthesitis and tenosynovitis,complete_equivalent,same,supported,The output correctly identifies the diagnosis and all material components supported by the vignette.
MCR_seq200b/396,MCR,flat_facts,"Rheumatoid arthritis (seropositive, early, with enthesitis and tenosynovitis)",complete_equivalent,same,supported,"The output correctly identifies the diagnosis and all material components supported by the vignette, including early stage."
MCR_seq200b/396,MCR,typed_event_graph,"Rheumatoid arthritis, seropositive, with enthesitis (Achilles and patellar tendons), early stage without erosions",complete_equivalent,same,supported,"The output correctly identifies the diagnosis and all material components supported by the vignette, including early stage and specific enthesitis locations."
MCR_seq200b/403,MCR,typed_event_graph,"Acute left middle cerebral artery ischemic stroke (cardioembolic) with early ischemic changes, status post thrombolysis and thrombectomy without improvement, complicated by pulmonary embolism",incorrect,different,supported,"The output describes an acute ischemic stroke, which is a consequence, not the benchmark diagnosis of primary angiitis of the CNS."
MCR_seq200b/403,MCR,raw_vignette,Acute ischemic stroke (left MCA territory) due to cardioembolism from persistent atrial fibrillation,incorrect,different,supported,"The output describes an acute ischemic stroke, which is a consequence, not the benchmark diagnosis of primary angiitis of the CNS."
MCR_seq200b/403,MCR,flat_facts,"Acute ischemic stroke in left MCA territory due to cardioembolism from atrial fibrillation, with early ischemic changes, status post IV thrombolysis and mechanical thrombectomy, without clinical improvement",incorrect,different,supported,"The output describes an acute ischemic stroke, which is a consequence, not the benchmark diagnosis of primary angiitis of the CNS."
MCR_seq200b/409,MCR,raw_vignette,Left-sided pancreatic pleural effusion secondary to acute pancreatitis with pancreatic pseudocyst (contained pancreatic necrosis),incorrect,different,contradicted,"The reference is 'chronic necrotizing pancreatitis'. The output states 'acute pancreatitis' and 'pancreatic pseudocyst (contained pancreatic necrosis)', which is not the reference diagnosis."
MCR_seq200b/409,MCR,flat_facts,Pancreaticopleural fistula secondary to pancreatic pseudocyst complicating acute pancreatitis,incorrect,different,contradicted,"The reference is 'chronic necrotizing pancreatitis'. The output states 'pancreaticopleural fistula secondary to pancreatic pseudocyst complicating acute pancreatitis', which is not the reference diagnosis."
MCR_seq200b/409,MCR,typed_event_graph,Pancreatic pleural effusion secondary to pancreatic duct disruption or pseudocyst rupture,incorrect,different,contradicted,"The reference is 'chronic necrotizing pancreatitis'. The output states 'pancreatic pleural effusion secondary to pancreatic duct disruption or pseudocyst rupture', which is not the reference diagnosis."
MCR_seq200b/411,MCR,raw_vignette,Left plantar multiple plexiform schwannomas (neurofibromatosis type 2 spectrum),compatible_partial,broader,contradicted,"The output adds 'neurofibromatosis type 2 spectrum', which is not supported by the vignette and was explicitly denied."
MCR_seq200b/411,MCR,typed_event_graph,Multiple plexiform schwannomas of the left plantar digital nerves,complete_equivalent,same,supported,"The output correctly identifies multiple plexiform schwannomas and their location, consistent with the vignette."
MCR_seq200b/411,MCR,flat_facts,"Multiple plexiform schwannomas of the plantar digital nerves, left foot",complete_equivalent,same,supported,"The output correctly identifies multiple plexiform schwannomas and their location, consistent with the vignette."
MCR_seq200b/413,MCR,raw_vignette,Olfactory neuroblastoma (esthesioneuroblastoma),incorrect,different,contradicted,The output identifies a different diagnosis (olfactory neuroblastoma) than the reference (schwannoma).
MCR_seq200b/413,MCR,typed_event_graph,Left frontoethmoidal mucocele with anterior skull base erosion,incorrect,different,contradicted,"The output identifies a mucocele, which is a different diagnosis from schwannoma. The reference is a tumor."
MCR_seq200b/413,MCR,flat_facts,Left ethmoid sinus mucocele with erosion of anterior skull base,incorrect,different,contradicted,"The output identifies a mucocele, which is a different diagnosis from schwannoma. The reference is a tumor."
MCR_seq200b/418,MCR,flat_facts,Cardiac sarcoidosis with high-grade AV block and biventricular dysfunction,complete_equivalent,same,supported,"The output identifies the core diagnosis and adds supported clinical details, making it a complete equivalent."
MCR_seq200b/418,MCR,raw_vignette,Cardiac sarcoidosis with high-grade AV block and biventricular dysfunction,complete_equivalent,same,supported,"The output identifies the core diagnosis and adds supported clinical details, making it a complete equivalent."
MCR_seq200b/418,MCR,typed_event_graph,Cardiac sarcoidosis,compatible_partial,broader,supported,"The output identifies the core diagnosis but omits the specific cardiac involvement, which is a material component in this case."
MCR_seq200b/428,MCR,flat_facts,Acute myeloid leukemia (AML) with bullous Sweet's syndrome,incorrect,different,contradicted,"The output identifies Acute Myeloid Leukemia, which is a different diagnosis from the reference Hairy Cell Leukemia. The vignette does not support AML."
MCR_seq200b/428,MCR,raw_vignette,Myelodysplastic syndrome (MDS) with associated Sweet's syndrome,incorrect,different,contradicted,"The output identifies Myelodysplastic Syndrome, which is a different diagnosis from the reference Hairy Cell Leukemia. The vignette does not support MDS."
MCR_seq200b/428,MCR,typed_event_graph,Myelodysplastic syndrome (MDS) with paraneoplastic Sweet's syndrome,incorrect,different,contradicted,"The output identifies Myelodysplastic Syndrome, which is a different diagnosis from the reference Hairy Cell Leukemia. The vignette does not support MDS."
MCR_seq200b/431,MCR,typed_event_graph,"Congenital cytomegalovirus infection with porencephaly, microcephaly, and purpura",compatible_partial,narrower,supported,"The output identifies the correct diagnosis but adds specific symptoms, making it narrower than the reference."
MCR_seq200b/431,MCR,flat_facts,Congenital cytomegalovirus (CMV) infection with porencephaly and microcephaly,compatible_partial,narrower,supported,"The output identifies the correct diagnosis but adds specific symptoms, making it narrower than the reference."
MCR_seq200b/431,MCR,raw_vignette,"Congenital cytomegalovirus (CMV) infection with symptomatic central nervous system involvement (porencephaly, microcephaly, micropurpura, jaundice)",compatible_partial,narrower,supported,"The output identifies the correct diagnosis but adds specific symptoms, making it narrower than the reference."
MCR_seq200b/434,MCR,raw_vignette,Colorectal adenocarcinoma (suspected rectosigmoid) with associated colitis,incorrect,different,supported,"The output identifies colorectal adenocarcinoma, which is a different diagnosis from multifocal diverticulitis."
MCR_seq200b/436,MCR,raw_vignette,Spontaneous retroperitoneal hemorrhage due to ruptured acquired cystic kidney disease cyst,incorrect,different,contradicted,The output identifies a different primary diagnosis and etiology. The vignette does not support acquired cystic kidney disease.
MCR_seq200b/437,MCR,raw_vignette,High-output heart failure secondary to cirrhosis (hepatic cirrhosis with portal hypertension),incorrect,different,supported,"The output identifies high-output heart failure, which is not hepatopulmonary syndrome."
MCR_seq200b/437,MCR,typed_event_graph,"Heart failure (NYHA class III) due to severe prosthetic valve–patient mismatch, exacerbated by high cardiac output state from cirrhosis and suspected hepatocellular carcinoma",incorrect,different,supported,"The output identifies heart failure due to valve mismatch, which is not hepatopulmonary syndrome."
MCR_seq200b/437,MCR,flat_facts,High-output heart failure secondary to cirrhosis with severe tricuspid regurgitation and suspected hepatocellular carcinoma,incorrect,different,supported,"The output identifies high-output heart failure, which is not hepatopulmonary syndrome."
MCR_seq200b/442,MCR,typed_event_graph,Topical corticosteroid withdrawal (rebound dermatitis) with pustular flare,complete_equivalent,same,supported,The output matches the reference diagnosis and adds supported specificity.
MCR_seq200b/442,MCR,flat_facts,Tinea faciei (tinea incognito) - dermatophyte infection exacerbated by topical corticosteroid use and withdrawal,incorrect,different,contradicted,This diagnosis is different from the reference and not supported by the vignette.
MCR_seq200b/442,MCR,raw_vignette,Topical corticosteroid withdrawal syndrome (steroid-induced rosacea-like dermatitis),complete_equivalent,same,supported,The output matches the reference diagnosis and adds supported specificity.
MCR_seq200b/444,MCR,typed_event_graph,Langerhans cell histiocytosis,complete_equivalent,same,supported,The output perfectly matches the benchmark reference.
MCR_seq200b/444,MCR,flat_facts,"Langerhans cell histiocytosis, multifocal with cutaneous and nail involvement, BRAF V600E wild-type",compatible_partial,narrower,supported,"The output adds specific details (multifocal, involvement, BRAF status) that are supported by the vignette but not demanded by the reference."
